"Y","X1","X2","X3","X4"
1.8499154995297,0.412859742252474,-0.503225315646269,0.348276162712641,0.345711635979985
0.0264471770889987,-0.565356822377382,-0.309014372691489,1.48685546101303,-0.482881829426882
1.75252127594067,1.74638469232222,0.0795193960222251,-0.166360151694744,-1.34655393555843
1.1217130907538,0.721237315703953,1.03229022525445,1.97142096418193,-0.0427619163665126
0.877491341639582,0.571769372547469,0.397710577885394,0.161342730319302,-1.15357858423864
0.393503438841017,-1.683446019282,1.22180693482157,0.324590054760965,-0.991526139769392
0.417849223206614,-0.557955556794414,1.34914866075901,0.163419373259786,0.294964709311242
-0.440461575095053,-1.26562994838849,0.597190162073875,-1.02443395515069,-0.362378332402125
1.20400238446707,0.623237607289374,0.897441231809792,-0.078018631697992,-0.1150887512463
-1.10042227610291,-0.861889966015995,1.11930773326567,0.03081544817951,-1.42778725401067
0.250157483528504,-0.0605141222447306,0.548902749399771,-0.760563987687085,1.19062364811215
-1.75668007185821,0.477461982840174,0.419299723678946,-0.357562039812338,0.372819138286389
0.272981260412814,-0.459863950827594,-1.72796435120179,0.331700145069263,-0.475971305430501
1.49920025580433,0.542478837480611,-0.577711963118516,1.18045491533294,-0.174665190238824
1.56433813941187,0.577304134527716,0.750554387423433,0.0508179694330195,-1.39347819564527
-1.59608423046857,0.0646607190811515,-0.734707673035327,-2.1379429385243,-0.573142538447304
0.525654645878658,0.330850483164619,0.452278573235844,0.0492406060027685,0.389487650880556
-0.677436326733286,-2.27997784202156,-0.270993268970599,1.50287187257805,1.07384098857441
-0.22229158230526,-1.38294359766831,-1.3229997742769,0.230490313737271,-0.0480792747961979
1.19898343058826,-0.7618508984655,1.03416945556679,3.03723804505681,-1.30971748134526
1.23031068324024,0.1527444955744,-1.80710850775932,-1.51585731561254,-1.47562567063062
-3.10003647251706,-0.142327512112132,-0.916815310095087,-1.2031620370193,-0.488980280115741
0.119235054171266,-0.0905186968048373,-0.732855215457148,-0.557978886327236,-1.35069191343278
-0.716301625223612,0.607150054154929,2.01847460751852,-0.187951840711403,-2.56376768708967
-0.0638433405134881,-0.722481394369718,0.909095565861803,0.564796797510391,0.632919815427502
-1.61651447979457,-1.70485275807084,-0.0246344588763537,-1.26161073472038,-0.498998001010175
-1.60273009344656,-0.321154693071812,-0.0220447846491802,-1.25377197516184,-0.525181204747346
-0.777440368169066,0.145160864889225,1.0646066636463,1.07754928892774,-1.40798333116351
0.706606458138722,-0.423666104931998,-0.969236132415604,1.86151597497221,0.0148922531433791
-0.469693916304843,-2.46176270280195,0.697733987986136,1.95917091959993,-0.483160711972671
-0.705093750182313,0.617971309291563,-0.428168204322142,-0.108322976447508,-0.894031686861705
2.22473827721522,0.723956250805628,0.274199504674137,0.403536753301567,1.65337384972534
0.108397150603634,-1.08491994215704,-0.265160500427521,0.781908066397144,1.21781928253787
0.114439115691413,-0.00809710859305551,0.502427615672545,0.750931925027864,-0.783261784110842
1.3407720861415,-0.431303837282135,1.13585376323176,-0.597334720379465,0.0238938689745771
2.4622438918033,1.47670181964251,1.18107711249602,-0.231682550739184,-0.128380567251523
0.00586364674363922,0.327831389464527,0.448787115978395,-0.562810169397988,-1.37608895659712
0.222094580736597,-1.37116533592311,0.801997011301016,-1.55505627287027,1.61329235710054
-0.942572417243657,-0.854135207021077,-0.738770609568652,0.382632893837717,-0.294081337017002
-1.73386018203423,-1.79397601630162,-0.441811597178384,-0.30061614206958,0.304126239008902
-1.12834863931432,-0.384132597696245,-0.916686680683747,0.941513989943344,-1.89148105465661
2.14872227616352,1.42499215586268,0.622688432828682,1.32407317730013,-1.49621581246183
3.16451174752704,0.969380926748738,0.621187731583807,-0.0591868559515266,-1.6693293888851
0.0890423914993486,-0.600038506411154,-1.09287648403483,1.38558438031103,-0.912628221486819
0.423312925485083,-0.565167548570446,0.858239517815066,-0.88525791573016,1.0956007830043
0.429459084343342,1.78905601399903,-0.512364356869286,-1.64837971510217,0.0644005689343644
0.211753083739254,-0.256097788498126,0.329624888161704,0.397692211635998,0.421532101602146
0.0860300398601401,-0.785515088405567,0.756923628219168,-0.129351496071163,1.57261500769369
-0.81299054070449,-0.162218961295262,1.75854937700586,0.405506770026618,-0.99619636258047
